InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1402722,64232,WOODMONT,4120 WOODMONT PARK LN,,LOUISVILLE,KY,40245,JEFFERSON,WADING POOL,2018/08/06,87,ROUTINE,FALSE,TRUE,CHLORINE,4.5999999,,6.8000002,TRUE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair",1184
1402722,64232,WOODMONT,4120 WOODMONT PARK LN,,LOUISVILLE,KY,40245,JEFFERSON,WADING POOL,2018/08/06,87,ROUTINE,TRUE,TRUE,CHLORINE,4.5999999,,6.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair",1185
1402923,61022,VILLAGE OF OLDE ST ANDREWS,3500 ST. ANDREWS VILLAGE CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/08/06,98,ROUTINE,TRUE,TRUE,CHLORINE,2,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1186
1402924,58444,SUTHERLAND,6800 WINDHAM PKWY,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2018/08/06,85,ROUTINE,FALSE,TRUE,CHLORINE,0.5,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - turover rate ~ hrs.(min.)| other - flow meter: installation, accessibility, operating, good repair",1187
1402925,49413,SUTHERLAND,6800 WINDHAM PKWY,,PROSPECT,KY,40059,JEFFERSON,POOL,2018/08/06,78,ROUTINE,FALSE,TRUE,CHLORINE,5.5,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," other - turover rate ~ hrs.(min.)| Disinfectant Level - disinfectant free residual| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - toilet tissue, hand-drying, towels, soap provided| other - operator testing frequency, log sheets maintained| other - approved receptacles and bulk storage area clean, good repair, adequate",1188
1402928,29259,CASA GRANDE OF THIERMAN,161 THIERMAN LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/07,87,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - total alkalinity (50-180 ppm)| other - water supply, approved source, entry method, cross-connections, adequate supply| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",1189
1402928,29259,CASA GRANDE OF THIERMAN,161 THIERMAN LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/07,87,ROUTINE,TRUE,TRUE,CHLORINE,3,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - total alkalinity (50-180 ppm)| other - water supply, approved source, entry method, cross-connections, adequate supply| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",1190
1402932,29372,STONEHENGE CONDOS,245 STONEHENGE DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/06,93,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",1191
1402932,29372,STONEHENGE CONDOS,245 STONEHENGE DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/06,93,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - recirculating piping:  identified, approved materials, good repair",1192
1402934,29277,CHATEAU BOHNE CONDOS,2845 HIKES LANE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2018/08/06,95,ROUTINE,FALSE,TRUE,CHLORINE,0.40000001,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",1193
1402934,29277,CHATEAU BOHNE CONDOS,2845 HIKES LANE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2018/08/06,95,ROUTINE,TRUE,TRUE,CHLORINE,0.40000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",1194
1402963,29179,AUDUBON COUNTRY CLUB,3265 ROBIN RD,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/08/07,92,ROUTINE,FALSE,TRUE,CHLORINE,1.2,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1195
1402963,29179,AUDUBON COUNTRY CLUB,3265 ROBIN RD,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/08/07,92,ROUTINE,TRUE,TRUE,CHLORINE,1.2,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1196
1402964,78256,AUDUBON COUNTRY CLUB,3265 ROBIN RD,,LOUISVILLE,KY,40213,JEFFERSON,WADING POOL,2018/08/07,87,ROUTINE,FALSE,TRUE,CHLORINE,0.80000001,,7.5999999,TRUE,TRUE,TRUE,FALSE,TRUE," other - disinfectant combined residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1197
1402964,78256,AUDUBON COUNTRY CLUB,3265 ROBIN RD,,LOUISVILLE,KY,40213,JEFFERSON,WADING POOL,2018/08/07,87,ROUTINE,TRUE,TRUE,CHLORINE,0.80000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1198
1402965,44617,SOUTH PARK COUNTRY CLUB,915 SOUTH PARK RD,,LOUISVILLE,KY,40118,JEFFERSON,POOL,2018/08/07,83,ROUTINE,FALSE,TRUE,CHLORINE,1,,7.6999998,TRUE,FALSE,TRUE,TRUE,TRUE," Main Drain Visible - turbidity| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - turover rate ~ hrs.(min.)| other - chemicals stock: adequate, fresh, storage, usage| other - operator testing frequency, log sheets maintained",1199
1403004,53531,GREENWOOD PLACE APTS,7500 GREENWOOD PLACE CIRCLE,,LOUISVILLE,KY,40258,JEFFERSON,POOL,2018/08/07,91,FOLLOW-UP,FALSE,TRUE,CHLORINE,1.5,,7,TRUE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1200
1403022,96775,MEADOWS APARTMENT HOMES,2204 DEERCROSS DR,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/08/07,92,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1201
1403022,96775,MEADOWS APARTMENT HOMES,2204 DEERCROSS DR,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/08/07,92,ROUTINE,TRUE,TRUE,CHLORINE,4,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1202
1403339,29350,ELKS CLUB,2824 KLONDIKE LN.,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2018/08/08,84,ROUTINE,FALSE,TRUE,CHLORINE,1.8,,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - lighting, underwater and deck: adequate, operating, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - operator testing frequency, log sheets maintained",1203
1403340,102469,STATION AT J-TOWN,9601 BALSAM WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/08/08,79,ROUTINE,FALSE,TRUE,CHLORINE,0.2,,8.3999996,TRUE,TRUE,TRUE,FALSE,FALSE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)| pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - warning signs, facility regulations posted, conspicuous, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair",1204
1403354,29410,UPPER HIGHLANDS,2411 PARK DALE AVE,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/08/08,90,ROUTINE,FALSE,TRUE,CHLORINE,4.8000002,,7.5,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1205
1403354,29410,UPPER HIGHLANDS,2411 PARK DALE AVE,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/08/08,90,ROUTINE,TRUE,TRUE,CHLORINE,4.8000002,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1206
1403355,29411,UPPER HIGHLANDS,2411 PARK DALE AVE,,LOUISVILLE,KY,40220,JEFFERSON,WADING POOL,2018/08/08,95,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - operator testing frequency, log sheets maintained",1207
1403355,29411,UPPER HIGHLANDS,2411 PARK DALE AVE,,LOUISVILLE,KY,40220,JEFFERSON,WADING POOL,2018/08/08,95,ROUTINE,TRUE,TRUE,CHLORINE,3,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - operator testing frequency, log sheets maintained",1208
1403356,60333,COOPER CREEK VILLAGE APTS,4807 COOPER VILLAGE TERRACE,,LOUISVILLE,KY,40219,JEFFERSON,POOL,2018/08/08,93,FOLLOW-UP,FALSE,TRUE,CHLORINE,2.2,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",1209
1403356,60333,COOPER CREEK VILLAGE APTS,4807 COOPER VILLAGE TERRACE,,LOUISVILLE,KY,40219,JEFFERSON,POOL,2018/08/08,93,FOLLOW-UP,TRUE,TRUE,CHLORINE,2.2,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",1210
1403400,29376,SYCAMORE CONDOS,217 SYCAMORE DR,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/07,94,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.4000001,TRUE,TRUE,FALSE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",1211
1403401,29391,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/07,90,ROUTINE,FALSE,TRUE,CHLORINE,8.8000002,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1212
1403401,29391,THE WILLOWS OF PLAINVIEW,9800 WILLOW BROOK CIRCLE,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/07,90,ROUTINE,TRUE,TRUE,CHLORINE,8.8000002,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1213
1403402,29260,PLAINVIEW APTS,1000 STONE SPRING WAY,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/07,96,ROUTINE,FALSE,TRUE,CHLORINE,2.2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided",1214
1403402,29260,PLAINVIEW APTS,1000 STONE SPRING WAY,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/07,96,ROUTINE,TRUE,TRUE,CHLORINE,2.2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided",1215
1403403,93658,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/08/07,94,ROUTINE,FALSE,TRUE,CHLORINE,4.1999998,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1216
1403404,29148,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,WADING POOL,2018/08/07,90,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - flow meter: installation, accessibility, operating, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair| other - structures, decks, furnishings:  good repair, clean| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided",1217
1403404,29148,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,WADING POOL,2018/08/07,90,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - flow meter: installation, accessibility, operating, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair| other - structures, decks, furnishings:  good repair, clean| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - toilet tissue, hand-drying, towels, soap provided",1218
1403405,29146,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/08/07,92,ROUTINE,FALSE,TRUE,CHLORINE,2.2,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - toilet tissue, hand-drying, towels, soap provided| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1219
1403405,29146,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/08/07,92,ROUTINE,TRUE,TRUE,CHLORINE,2.2,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - toilet tissue, hand-drying, towels, soap provided| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1220
1403407,29264,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,,JEFFERSONTOWN,KY,40223,JEFFERSON,POOL,2018/08/08,97,ROUTINE,FALSE,TRUE,CHLORINE,4.8000002,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1221
1403408,29265,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/08,92,ROUTINE,FALSE,TRUE,CHLORINE,4.5999999,,7.5,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",1222
1403408,29265,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/08,92,ROUTINE,TRUE,TRUE,CHLORINE,4.5999999,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",1223
1403409,29267,JEFFERSONTOWN-PLAINVIEW SWIM CLUB,10235 TIMBERWOOD CIR,,JEFFERSONTOWN,KY,40223,JEFFERSON,WADING POOL,2018/08/08,97,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1224
1403410,29263,JEFFERSONTOWN-PLAINVIEW SWIM,10235 TIMBERWOOD CIR,,JEFFERSONTOWN,KY,40223,JEFFERSON,POOL,2018/08/08,94,ROUTINE,FALSE,TRUE,CHLORINE,2.8,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1225
1403703,73376,BLANKENBAKER CROSSINGS APTS,2515 SHINING WATER DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/08/09,98,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1226
1403709,102157,THE ENCLAVE AT BRECKENRIDGE,7204 CHURCHILL PARK DR,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/08/09,87,ROUTINE,FALSE,TRUE,CHLORINE,0.40000001,,7.5999999,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - deck drainage, deck/drains, backwash wastewater disposal| Disinfectant Level - disinfectant free residual| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - turover rate ~ hrs.(min.)",1227
1403709,102157,THE ENCLAVE AT BRECKENRIDGE,7204 CHURCHILL PARK DR,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/08/09,87,ROUTINE,TRUE,TRUE,CHLORINE,0.40000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - deck drainage, deck/drains, backwash wastewater disposal| Disinfectant Level - disinfectant free residual| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - turover rate ~ hrs.(min.)",1228
1403710,29334,SHENANDOAH CONDOS,1 DUPONT WAY,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/09,90,ROUTINE,FALSE,TRUE,BROMINE,,3.1500001,7.3000002,TRUE,TRUE,FALSE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - lighting, underwater and deck: adequate, operating, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",1229
1403710,29334,SHENANDOAH CONDOS,1 DUPONT WAY,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/08/09,90,ROUTINE,TRUE,TRUE,BROMINE,,3.1500001,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - lighting, underwater and deck: adequate, operating, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",1230
1403773,29482,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT DR,,PROSPECT,KY,40059,JEFFERSON,WADING POOL,2018/08/09,72,ROUTINE,FALSE,FALSE,CHLORINE,1.4,,6.8000002,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - turover rate ~ hrs.(min.)| other - water supply, approved source, entry method, cross-connections, adequate supply| other - approved sewage disposal, satisfactory operation| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - recirculating piping:  identified, approved materials, good repair| other - ph control, chemical feed equipment: types ~| other - operator testing frequency, log sheets maintained",1231
1403775,33357,WOLF CREEK,4400 WOLF SPRING DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/08/09,75,ROUTINE,FALSE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,FALSE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - approved receptacles and bulk storage area clean, good repair, adequate| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - flow meter: installation, accessibility, operating, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",1232
1403790,70123,LAKE FOREST-PALMER POOL,2110 ARNOLD PALMER BLVD,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/08/09,95,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - flow meter: installation, accessibility, operating, good repair",1233
1403790,70123,LAKE FOREST-PALMER POOL,2110 ARNOLD PALMER BLVD,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/08/09,95,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - flow meter: installation, accessibility, operating, good repair",1234
1403791,70122,LAKE FOREST- PALMER POOL,2110 ARNOLD PALMER BLVD,,LOUISVILLE,KY,40245,JEFFERSON,WADING POOL,2018/08/09,89,ROUTINE,FALSE,TRUE,CHLORINE,1,,6.8000002,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",1235
1403791,70122,LAKE FOREST- PALMER POOL,2110 ARNOLD PALMER BLVD,,LOUISVILLE,KY,40245,JEFFERSON,WADING POOL,2018/08/09,89,ROUTINE,TRUE,TRUE,CHLORINE,1,,6.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," pH Balance - ph(7.2-7.8)| other - turover rate ~ hrs.(min.)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",1236
1403794,29162,LAKE FOREST - THE LODGE,511 WOODLAKE DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/08/09,92,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",1237
1403794,29162,LAKE FOREST - THE LODGE,511 WOODLAKE DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/08/09,92,ROUTINE,TRUE,TRUE,CHLORINE,4,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",1238
1403795,79311, YMCA NORTHEAST,9400 MILL BROOK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/08/09,97,ROUTINE,FALSE,TRUE,CHLORINE,4.1999998,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1239
