RequestComplaintID,RCode,RCodeDescription,EHS,section,TakenBy,Method,Duplicate,EstID,oss_id,RequestDate,ResolvedDate,NextInspDate,IsCityorCounty,Status,RequestType,IsFollowUp,OwnerType,PersonOrPremiseZip,ComplaintantZip,OwnerZip,ObjectId
684083,620,HOTEL OR MOTELS,4,2,MDR,CITY CALL,NO,72345,,2019/09/25 04:00:00+00,2019/09/30 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40209,,,9349
684086,607,RETAIL/FOOD ESTABLISHMENT,0,4,MDR,CITY CALL,NO,33718,,2019/09/25 04:00:00+00,2019/09/26 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40208,,,9350
684087,605,FOOD SERVICE ESTABLISHMENT,42,0,,,NO,98113,,2019/08/17 04:00:00+00,2019/08/17 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40216,,,9351
684088,605,FOOD SERVICE ESTABLISHMENT,42,0,,,NO,59457,,2019/08/18 04:00:00+00,2019/08/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40272,,,9352
684089,604,TEMPORARY FOOD SERVICE ESTABLISHMENT,42,0,,,NO,,,2019/09/06 04:00:00+00,2019/09/08 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9353
684470,697,RABIES,8,0,,,NO,,,2019/10/01 04:00:00+00,2019/12/06 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40215,,,9354
684476,697,RABIES,3,0,,,NO,,,2019/10/01 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40291,,40291,9355
684973,697,RABIES,0,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40291,,,9356
683065,607,RETAIL/FOOD ESTABLISHMENT,106,4,MDR,CITY CALL,NO,106708,,2019/09/10 04:00:00+00,2019/09/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9357
684102,697,RABIES,8,0,,,NO,,,2019/09/26 04:00:00+00,2019/10/04 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40214,,40214,9358
682777,697,RABIES,0,0,,,NO,,,2019/09/06 04:00:00+00,2019/09/06 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40213,,,9359
683076,607,RETAIL/FOOD ESTABLISHMENT,108,0,LMH,PHONE CALL,NO,96782,,2019/09/10 04:00:00+00,2019/09/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40217,,,9360
683393,697,RABIES,0,0,,,NO,,,2019/09/16 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9361
684103,697,RABIES,0,0,,,NO,,,2019/09/26 04:00:00+00,2019/09/26 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40216,,,9362
682778,697,RABIES,0,0,,,NO,,,2019/09/06 04:00:00+00,2019/09/06 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,,9363
684478,697,RABIES,2,0,,,NO,,,2019/10/01 04:00:00+00,2019/10/08 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40206,,40206,9364
684977,697,RABIES,0,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40245,,,9365
683077,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/06 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9366
683404,605,FOOD SERVICE ESTABLISHMENT,5264,4,MDR,PHONE CALL,NO,67334,,2019/09/16 04:00:00+00,2019/09/17 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40204,,,9367
684164,620,HOTEL OR MOTELS,5,0,,PHONE CALL,NO,73639,,2019/09/26 04:00:00+00,2019/09/30 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9368
682829,630,PUBLIC BUILDINGS/RECREATIONAL FACILITIES,4,0,,,NO,,,2019/09/06 04:00:00+00,,,COUNTY,OPEN,COMPLAINT,,,40216,,,9369
684479,697,RABIES,0,0,,,NO,,,2019/10/01 04:00:00+00,2019/10/01 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40212,,,9370
684979,697,RABIES,3,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/25 00:00:00,2019/10/29 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40291,,40291,9371
683078,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/06 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9372
683406,605,FOOD SERVICE ESTABLISHMENT,103,4,MDR,PHONE CALL,NO,107195,,2019/09/16 04:00:00+00,2019/09/17 00:00:00,,COUNTY,RESOLVED,REQUEST,,,40206,,,9373
684183,605,FOOD SERVICE ESTABLISHMENT,1306,0,RS,PHONE CALL,NO,61839,,2019/09/25 04:00:00+00,2019/10/01 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40299,,,9374
682830,605,FOOD SERVICE ESTABLISHMENT,107,0,LMH,IN PERSON,NO,84839,,2019/09/06 04:00:00+00,2019/09/19 00:00:00,2019/09/17 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40203,,,9375
684567,685,PRIVATE SEWAGE,2,0,RS,PHONE CALL,YES,,,2019/10/01 04:00:00+00,2022/01/24 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40206,,,9376
684982,697,RABIES,6,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/17 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40241,,40241,9377
683079,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/06 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40242,,,9378
683407,605,FOOD SERVICE ESTABLISHMENT,110,4,MDR,CITY CALL,NO,34379,,2019/09/16 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40219,,,9379
684193,636,MOLD,57,0,RS,PHONE CALL,NO,,,2019/09/25 04:00:00+00,2019/09/25 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40211,40211,,9380
682841,610,RETAIL FOOD STORES,109,4,MDR,PHONE CALL,NO,86912,,2019/09/06 04:00:00+00,2019/09/06 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40258,,,9381
684583,636,MOLD,57,0,LMH,OTHER,NO,,,2019/10/01 04:00:00+00,2019/10/03 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40204,40204,,9382
684984,697,RABIES,0,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40243,,,9383
683088,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/09 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9384
683408,605,FOOD SERVICE ESTABLISHMENT,106,4,MDR,PHONE CALL,NO,49416,,2019/09/16 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9385
684194,636,MOLD,57,0,RS,PHONE CALL,NO,,,2019/09/26 04:00:00+00,2019/09/26 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40212,40212,,9386
682846,609,FOODBORNE DISEASE,103,4,MDR,PHONE CALL,NO,106419,,2019/09/06 04:00:00+00,2019/09/09 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,40059,,9387
684630,605,FOOD SERVICE ESTABLISHMENT,1306,0,RS,PHONE CALL,NO,89771,,2019/10/01 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40299,,,9388
684985,697,RABIES,2,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/15 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40205,,40205,9389
683089,688,HAZARDOUS MATERIAL SPILLS,0,3,AR/MR,OTHER,NO,,,2019/09/06 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9390
684202,605,FOOD SERVICE ESTABLISHMENT,109,0,RS,PHONE CALL,NO,106098,,2019/09/26 04:00:00+00,2019/10/01 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40258,,,9391
683430,605,FOOD SERVICE ESTABLISHMENT,110,0,RS,PHONE CALL,YES,82305,,2019/09/16 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40229,,,9392
684204,605,FOOD SERVICE ESTABLISHMENT,1306,0,RS,PHONE CALL,NO,98056,,2019/09/26 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40222,,,9393
682850,636,MOLD,0,3,MP/MR,PHONE CALL,NO,,,2019/09/05 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9394
684641,605,FOOD SERVICE ESTABLISHMENT,104,0,LMH,PHONE CALL,NO,104229,,2019/10/01 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40059,,,9395
684991,605,FOOD SERVICE ESTABLISHMENT,110,0,RS,PHONE CALL,NO,35028,,2019/10/07 04:00:00+00,2019/10/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40219,,,9396
683106,697,RABIES,2,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,40207,9397
683444,697,RABIES,6,0,,,NO,,,2019/09/16 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,40220,9398
684261,620,HOTEL OR MOTELS,7,0,RS,PHONE CALL,NO,109241,,2019/09/26 04:00:00+00,2019/09/30 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9399
685007,621,BOARDING HOMES,746,0,LMH,PHONE CALL,NO,,,2019/10/07 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40222,,,9400
682851,636,MOLD,0,3,MP/MR,PHONE CALL,NO,,,2019/09/05 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40216,,,9401
684643,605,FOOD SERVICE ESTABLISHMENT,1306,0,jkm,,NO,34763,,2019/10/01 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40299,,,9402
683107,697,RABIES,8,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40215,,40215,9403
683448,605,FOOD SERVICE ESTABLISHMENT,110,0,RS,PHONE CALL,YES,34379,,2019/09/16 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40219,,,9404
684270,605,FOOD SERVICE ESTABLISHMENT,107,0,RS,PHONE CALL,NO,94280,,2019/09/26 04:00:00+00,2019/10/03 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9405
685020,636,MOLD,57,0,RS,PHONE CALL,NO,,,2019/10/04 04:00:00+00,2019/10/04 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9406
682852,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/05 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9407
684645,697,RABIES,0,0,,,NO,,,2019/10/02 04:00:00+00,2019/11/19 00:00:00,2019/10/18 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40210,,40210,9408
683108,697,RABIES,2,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,40207,9409
683480,673,INSECTS,3,2,MDR,OTHER,NO,103430,,2019/09/16 04:00:00+00,2019/10/28 00:00:00,2019/09/30 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40299,,,9410
684272,697,RABIES,0,0,,,NO,,,2019/09/27 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40258,,,9411
685021,636,MOLD,57,0,RS,PHONE CALL,NO,,,2019/10/03 04:00:00+00,2019/10/03 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40245,,,9412
682853,609,FOODBORNE DISEASE,6641,4,MDR,PHONE CALL,NO,95265,,2019/09/06 04:00:00+00,2019/09/09 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40222,40031,,9413
684648,697,RABIES,8,0,,,NO,,,2019/10/02 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40219,,40219,9414
683109,697,RABIES,0,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,,9415
683490,605,FOOD SERVICE ESTABLISHMENT,5265,4,MDR,PHONE CALL,NO,90074,,2019/09/16 04:00:00+00,2019/09/17 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40208,,,9416
684274,691,WASTE WATER TREATMENT PLANT,4,0,,,NO,,,2019/09/26 04:00:00+00,2019/10/30 00:00:00,2019/10/07 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9417
685022,691,WASTE WATER TREATMENT PLANT,8,0,,,NO,,,2019/10/07 04:00:00+00,2019/10/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40228,,,9418
682859,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/05 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9419
684650,697,RABIES,3,0,,,NO,,,2019/10/02 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40218,,40218,9420
683117,697,RABIES,0,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40241,,,9421
683494,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/13 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9422
684275,685,PRIVATE SEWAGE,4,0,,,NO,,,2019/09/26 04:00:00+00,,,COUNTY,OPEN,COMPLAINT,,,40216,,,9423
685085,607,RETAIL/FOOD ESTABLISHMENT,107,0,RS,PHONE CALL,NO,33753,,2019/10/07 04:00:00+00,2019/10/09 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40210,,,9424
682860,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/05 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9425
684652,697,RABIES,0,0,,,NO,,,2019/10/02 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40219,,,9426
683118,697,RABIES,0,0,,,NO,,,2019/09/11 04:00:00+00,2019/09/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40241,,,9427
683122,605,FOOD SERVICE ESTABLISHMENT,108,0,RS,PHONE CALL,NO,98095,,2019/09/11 04:00:00+00,2019/09/12 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40218,,,9428
683140,605,FOOD SERVICE ESTABLISHMENT,1306,0,RS,PHONE CALL,NO,100441,,2019/09/11 04:00:00+00,2019/09/12 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9429
683163,607,RETAIL/FOOD ESTABLISHMENT,104,4,MDR,PHONE CALL,NO,85102,,2019/09/11 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,,9430
683179,697,RABIES,0,0,,,NO,,,2019/09/12 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40228,,40228,9431
683180,697,RABIES,6,0,,,NO,,,2019/09/12 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40214,,40214,9432
683181,697,RABIES,3,0,,,NO,,,2019/09/12 04:00:00+00,2019/09/23 00:00:00,2019/09/23 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40291,,40291,9433
683184,697,RABIES,2,0,,,NO,,,2019/09/12 04:00:00+00,2019/09/24 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40059,,40059,9434
683185,697,RABIES,6,0,,,NO,,,2019/09/12 04:00:00+00,2019/10/04 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,40220,9435
683186,697,RABIES,0,0,,,NO,,,2019/09/12 04:00:00+00,2019/09/12 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40228,,,9436
683191,607,RETAIL/FOOD ESTABLISHMENT,105,0,RS,PHONE CALL,NO,34536,,2019/09/12 04:00:00+00,2019/09/13 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40291,,,9437
683233,605,FOOD SERVICE ESTABLISHMENT,103,0,LMH,PHONE CALL,NO,107195,,2019/09/12 04:00:00+00,2019/09/12 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40206,,,9438
683261,636,MOLD,0,3,MDR,PHONE CALL,NO,,,2019/09/11 04:00:00+00,2019/09/25 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40210,,,9439
683266,697,RABIES,3,0,,,NO,,,2019/09/13 04:00:00+00,,2019/09/23 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40299,,40299,9440
683267,697,RABIES,0,0,,,NO,,,2019/09/13 04:00:00+00,2019/09/13 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40208,,,9441
683298,610,RETAIL FOOD STORES,108,0,LMH,PHONE CALL,NO,67516,,2019/09/13 04:00:00+00,2019/09/13 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40217,,,9442
683302,605,FOOD SERVICE ESTABLISHMENT,109,0,lmh,PHONE CALL,NO,33595,,2019/09/13 04:00:00+00,2019/09/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40258,,,9443
683303,605,FOOD SERVICE ESTABLISHMENT,0,0,LMH,PHONE CALL,YES,104767,,2019/09/13 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9444
683305,605,FOOD SERVICE ESTABLISHMENT,106,0,LMH,PHONE CALL,NO,49416,,2019/09/13 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9445
683310,609,FOODBORNE DISEASE,6641,0,KM,,YES,85878,,2019/09/13 04:00:00+00,2019/09/13 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40243,,,9446
683312,605,FOOD SERVICE ESTABLISHMENT,107,4,MDR,PHONE CALL,NO,103993,,2019/09/13 04:00:00+00,2019/09/25 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40216,,,9447
683313,605,FOOD SERVICE ESTABLISHMENT,109,4,MDR,PHONE CALL,NO,90941,,2019/09/13 04:00:00+00,2019/09/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40258,,,9448
683314,609,FOODBORNE DISEASE,106,0,,,NO,83509,,2019/09/13 04:00:00+00,2019/09/16 00:00:00,,,RESOLVED,COMPLAINT,,,40202,,,9449
683316,636,MOLD,0,3,AR//MR,PHONE CALL,NO,,,2019/09/12 04:00:00+00,2019/09/25 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40214,,,9450
683323,636,MOLD,0,3,MP/MR,PHONE CALL,NO,,,2019/09/12 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9451
683324,636,MOLD,0,3,MP/MR,PHONE CALL,NO,,,2019/09/12 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40212,,,9452
683338,610,RETAIL FOOD STORES,5265,0,,PHONE CALL,NO,30337,,2019/09/13 04:00:00+00,2019/09/16 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40215,,,9453
683357,697,RABIES,0,0,,,NO,,,2019/09/16 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40272,,40272,9454
683358,697,RABIES,4,0,,,NO,,,2019/09/16 04:00:00+00,2019/10/16 00:00:00,2019/10/07 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40272,,40272,9455
683359,697,RABIES,2,0,,,NO,,,2019/09/16 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40207,,40207,9456
684276,685,PRIVATE SEWAGE,4,0,,,NO,,,2019/09/26 04:00:00+00,2021/10/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40216,,,9457
683496,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/12 04:00:00+00,2019/09/25 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40210,,,9458
682868,697,RABIES,3,0,,,NO,,,2019/09/09 04:00:00+00,2019/09/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40218,,40218,9459
684653,697,RABIES,0,0,,,NO,,,2019/10/02 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9460
685095,697,RABIES,4,0,,,NO,,,2019/10/07 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40258,,40258,9461
684284,671,MOSQUITO CONTROL,96,0,RS,OTHER,NO,,,2019/08/13 04:00:00+00,,,COUNTY,OPEN,REQUEST,,,0,,,9462
685105,697,RABIES,8,0,,,NO,,,2019/10/08 04:00:00+00,2019/10/24 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40228,,40228,9463
683497,636,MOLD,0,3,AR/MR,PHONE CALL,NO,,,2019/09/13 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40204,,,9464
685108,697,RABIES,0,0,,,NO,,,2019/10/08 04:00:00+00,2019/10/08 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40218,,40218,9465
682874,697,RABIES,6,0,,,NO,,,2019/09/09 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40242,,40242,9466
684655,697,RABIES,0,0,,,NO,,,2019/10/02 04:00:00+00,2019/10/02 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40204,,,9467
684286,671,MOSQUITO CONTROL,96,0,RS,OTHER,YES,,,2019/08/13 04:00:00+00,,,COUNTY,OPEN,REQUEST,,,0,,,9468
684656,605,FOOD SERVICE ESTABLISHMENT,1306,0,RS,PHONE CALL,NO,53131,,2019/10/02 04:00:00+00,2019/10/03 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9469
683498,688,HAZARDOUS MATERIAL SPILLS,0,3,AR/MR,OTHER,NO,,,2019/08/21 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,0,,,9470
685109,697,RABIES,3,0,,,NO,,,2019/10/08 04:00:00+00,,2019/11/18 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40291,,40291,9471
682876,697,RABIES,2,0,,,NO,,,2019/09/09 04:00:00+00,2019/09/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40059,,40059,9472
684287,671,MOSQUITO CONTROL,96,0,RS,OTHER,NO,,,2019/08/13 04:00:00+00,,,COUNTY,OPEN,REQUEST,,,0,,,9473
684699,605,FOOD SERVICE ESTABLISHMENT,106,0,lmh,OTHER,NO,73644,,2019/10/02 04:00:00+00,2019/10/08 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9474
683510,605,FOOD SERVICE ESTABLISHMENT,103,0,RS,PHONE CALL,NO,35215,,2019/09/16 04:00:00+00,2019/09/18 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40206,,,9475
685110,634,TATTOO STUDIO,0,0,,,NO,,,2019/10/08 04:00:00+00,2019/10/08 00:00:00,,,RESOLVED,FEE,,,0,,,9476
682877,697,RABIES,0,0,,,NO,,,2019/09/09 04:00:00+00,2019/09/09 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40213,,,9477
684289,697,RABIES,0,0,,,NO,,,2019/09/27 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9478
684711,636,MOLD,57,0,RS,OTHER,NO,,,2019/10/01 04:00:00+00,2019/10/01 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40211,,,9479
683511,605,FOOD SERVICE ESTABLISHMENT,5265,4,MDR,PHONE CALL,NO,99329,,2019/09/16 04:00:00+00,2019/09/17 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40215,,,9480
685112,697,RABIES,8,0,,,NO,,,2019/10/08 04:00:00+00,2019/11/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40118,,40118,9481
682878,697,RABIES,87,0,,,NO,,,2019/09/09 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40245,,40245,9482
684303,620,HOTEL OR MOTELS,7,0,LMH,PHONE CALL,NO,92413,,2019/09/27 04:00:00+00,2019/10/11 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40220,,,9483
684713,605,FOOD SERVICE ESTABLISHMENT,108,0,RS,PHONE CALL,NO,101018,,2019/10/02 04:00:00+00,2019/10/04 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40218,,,9484
683512,605,FOOD SERVICE ESTABLISHMENT,0,0,RS,PHONE CALL,YES,104767,,2019/09/16 04:00:00+00,2019/09/23 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40202,,,9485
685116,697,RABIES,0,0,,,NO,,,2019/10/08 04:00:00+00,2019/10/14 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40219,,,9486
682880,697,RABIES,4,0,,,NO,,,2019/09/09 04:00:00+00,2019/10/08 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40216,,40216,9487
684325,609,FOODBORNE DISEASE,104,0,LMH,PHONE CALL,NO,89357,,2019/09/27 04:00:00+00,2019/09/30 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40241,40045,,9488
684723,605,FOOD SERVICE ESTABLISHMENT,108,0,RS,PHONE CALL,NO,82255,,2019/10/02 04:00:00+00,2019/10/15 00:00:00,2019/10/10 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40213,,,9489
683528,697,RABIES,3,0,RS,OTHER,NO,,,2019/09/17 04:00:00+00,2019/09/26 00:00:00,2019/09/26 00:00:00,COUNTY,RESOLVED,COMPLAINT,,OWNER,40299,,40299,9490
685139,609,FOODBORNE DISEASE,108,0,LMH,PHONE CALL,NO,94648,,2019/10/08 04:00:00+00,2019/10/14 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40218,40257,,9491
682882,697,RABIES,4,0,,,NO,,,2019/09/09 04:00:00+00,2019/10/02 00:00:00,2019/09/23 00:00:00,COUNTY,RESOLVED,COMPLAINT,,,40272,,40272,9492
684360,671,MOSQUITO CONTROL,96,0,RS,OTHER,NO,,,2019/09/26 04:00:00+00,,,COUNTY,OPEN,REQUEST,,,0,,,9493
684725,605,FOOD SERVICE ESTABLISHMENT,5188,0,LMH,PHONE CALL,NO,,,2019/10/02 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40212,,40212,9494
683537,697,RABIES,5,0,RS,OTHER,NO,,,2019/09/17 04:00:00+00,2019/09/27 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,OWNER,40212,,40212,9495
685146,636,MOLD,57,0,RS,PHONE CALL,NO,,,2019/10/07 04:00:00+00,2019/10/07 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40214,,,9496
682883,697,RABIES,3,0,,,NO,,,2019/09/09 04:00:00+00,,,COUNTY,RESOLVED,COMPLAINT,,,40243,,40243,9497
684364,603,RESTRICTED FOOD CONCESSIONS,108,0,RS,PHONE CALL,NO,,,2019/09/27 04:00:00+00,2019/09/30 00:00:00,,COUNTY,RESOLVED,COMPLAINT,,,40213,,,9498
